address,addressar,areaar,areaen,bgcolorcode,curriculumar,curriculumen,educationcenterid,educationcenter_typeid,email,establishedon,fax,hepqualityassurancear,hepqualityassuranceen,imagelargeurl,imagemedsmallurl,imagesmallurl,imagethumburl,inspectionreportpdflinken,inspectionyear,lat,long,mobile,name_ar,name_eng,overallperformancear,overallperformanceen,pobox,studentcount,telephone,web_address,load_timestamp
"18th Street, Al Quds Street",شارع القدس، شارع رقم 18,الطوار الثانية,AL TWAR SECOND,#24a5e5,بريطاني,UK,152894,1,registrar@alsalamcommunity.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152894L.jpg,https://www.khda.gov.ae/SchoolImage/152894MS.jpg,https://www.khda.gov.ae/SchoolImage/152894S.jpg,https://www.khda.gov.ae/SchoolImage/152894T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113484,2023-2024,25.26,55.38,,مدرسة السلام كوميونيتي ش.ذ.م.م,Al Salam Community School L.L.C,جيد,Good,48231,,97142215554,www.alsalamcommunity.ae,01:09.0
Dubai International Academy Al Barsha 1,,البرشاء الأولى,AL BARSHA FIRST,#f9db01,بكالوريا دولية,International Baccalaureate,500005,1,Compliance@innoventureseducati,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/500005L.jpg,https://www.khda.gov.ae/SchoolImage/500005MS.jpg,https://www.khda.gov.ae/SchoolImage/500005S.jpg,https://www.khda.gov.ae/SchoolImage/500005T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=112937,2023-2024,25.11,55.21,,دبي انترناشيونال اكاديمي البرشاء,Dubai International Academy Albarsha,جيد جدا,Very good,,,,www.innoventureseducation.com,01:09.0
,,الكرامة,AL KARAMA,#c2c5cb,بريطاني,UK,501709,1,info@applecommunityschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/501709L.jpg,https://www.khda.gov.ae/SchoolImage/501709MS.jpg,https://www.khda.gov.ae/SchoolImage/501709S.jpg,https://www.khda.gov.ae/SchoolImage/501709T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114296,2023-2024,25.24,55.3,,مدرسة ذا أبل انترناشيونال كوميونيتي,The Apple International Community School,مقبول,Acceptable,33963,,97143797732,www.applecommunityschool.ae,01:09.0
241-150,241-150,النهدة الثانية,AL NAHDA SECOND,#24a5e5,بريطاني,UK,43,1,principal@alsalamschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/43L.jpg,https://www.khda.gov.ae/SchoolImage/43MS.jpg,https://www.khda.gov.ae/SchoolImage/43S.jpg,https://www.khda.gov.ae/SchoolImage/43T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110061,2023-2024,25.29,55.37,,مدرسة السلام الخاصة,Al Salam Private School,جيد,Good,5251,,97142679594,www.alsalamschool.ae,01:09.0
"241_0547,2410392","241-0547,2410392",النهدة الثانية,AL NAHDA SECOND,#24a5e5,بريطاني,UK,61,1,info@pristineschool.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/61L.jpg,https://www.khda.gov.ae/SchoolImage/61MS.jpg,https://www.khda.gov.ae/SchoolImage/61S.jpg,https://www.khda.gov.ae/SchoolImage/61T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113129,2023-2024,25.29,55.38,,مدرسة برستين الخاصة,Pristine Private School,جيد,Good,60830,,97142674299,www.pristineschool.com,01:09.0
127-2061,127-2061,هور العنز,HOR AL ANZ,#c2c5cb,هندي,Indian,93,1,info@littleflowerdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/93L.jpg,https://www.khda.gov.ae/SchoolImage/93MS.jpg,https://www.khda.gov.ae/SchoolImage/93S.jpg,https://www.khda.gov.ae/SchoolImage/93T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109129,2023-2024,25.28,55.34,,مدرسة الورود الصغيرة الانجليزية,Little Flower English School,مقبول,Acceptable,19771,,,www.littlefllowerdubai.com,01:09.0
Plot No 6719251,رقم الأرض 6719251,البرشاء جنوب الثانية,Al barsha South Second,#c2c5cb,أمريكي,American,502089,1,principal@dubaischools-albarsh,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/502089L.jpg,https://www.khda.gov.ae/SchoolImage/502089MS.jpg,https://www.khda.gov.ae/SchoolImage/502089S.jpg,https://www.khda.gov.ae/SchoolImage/502089T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114657,2023-2024,25.08,55.22,,شركة مدارس دبي ش ذ م م البرشاء,Dubai Schools Corporation L.L.C Albarsha,مقبول,Acceptable,6719251,,97145840401,www.dubaischools-albarsha.ae,01:09.0
700-3267,700-3267,الخوانيج الأولى,AL KHWANEEJ FIRST,#24a5e5,وزارة التربية والتعليم,Ministry of Education,15,1,Dwa-khawanij@hotmail.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/15L.jpg,https://www.khda.gov.ae/SchoolImage/15MS.jpg,https://www.khda.gov.ae/SchoolImage/15S.jpg,https://www.khda.gov.ae/SchoolImage/15T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110367,2023-2024,25.23,55.52,,روضة البساتين الخاصة,Al Basateen Private Nursery,جيد,Good,78595,,97142892261,,01:09.0
,,الخوانيج الثانية,AL KHWANEEJ SECOND,#c2c5cb,أمريكي,American,502020,1,Principal@dubaischools-alkhawa,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/502020L.jpg,https://www.khda.gov.ae/SchoolImage/502020MS.jpg,https://www.khda.gov.ae/SchoolImage/502020S.jpg,https://www.khda.gov.ae/SchoolImage/502020T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114713,2023-2024,25.24,55.52,,شركة مدارس دبي الخوانيج ش.ذ.م.م,Dubai Schools Corporation Al Khawaneej L.L.C,مقبول,Acceptable,,,43727000,www.dubaischools-alkhawaneej.ae,01:09.0
3511773,,القوز الأولى,AL QOUZ FIRST,,بريطاني - بريطاني/BTEC,UK - UK/BTEC,506837,1,dmenon@sigeducation.com,,,,,https://www.khda.gov.ae/SchoolImage/506837L.jpg,https://www.khda.gov.ae/SchoolImage/506837MS.jpg,https://www.khda.gov.ae/SchoolImage/506837S.jpg,https://www.khda.gov.ae/SchoolImage/506837T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.18,55.25,,The Scholars School,The Scholars School,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,https://scholarsschool.com/,01:09.0
GEMS Founders School,,المزهر الأولى,AL MIZHAR FIRST,#24a5e5,بريطاني,UK,151816,1,gre_gfm@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/151816L.jpg,https://www.khda.gov.ae/SchoolImage/151816MS.jpg,https://www.khda.gov.ae/SchoolImage/151816S.jpg,https://www.khda.gov.ae/SchoolImage/151816T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113271,2023-2024,25.24,55.45,,مدرسة جيمس فاوندرز مزهر,GEMS Founders School Mizhar,جيد,Good,,,04 210 3555,https://www.gemsfoundersschool-mizhar.com/en/ ,01:09.0
598-1083,598-1083,مجمع دبي للاستثمار الأول,DUBAI INVESTMENT PARK FIRST,#24a5e5,أمريكي,American,126,1,principal@nisdubai.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/126L.jpg,https://www.khda.gov.ae/SchoolImage/126MS.jpg,https://www.khda.gov.ae/SchoolImage/126S.jpg,https://www.khda.gov.ae/SchoolImage/126T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111313,2023-2024,25,55.17,,مدرسة النبراس الدولية الخاصة,Al Nibras International Private School,جيد,Good,54084,,97148853330,www.nisdubai.ae,01:09.0
232-343,232-343,القصيص الأولى,AL QUSAIS FIRST,#24a5e5,أمريكي,American,32,1,principal@aisschool.net,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/32L.jpg,https://www.khda.gov.ae/SchoolImage/32MS.jpg,https://www.khda.gov.ae/SchoolImage/32S.jpg,https://www.khda.gov.ae/SchoolImage/32T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113142,2023-2024,25.28,55.37,,المدرسة الامريكية الدولية ش.ذ.م.م,American International School,جيد,Good,87727,,97142540509,www.aisch.ae,01:09.0
12530-0,الوحيدة,ديرة,Deira,#24a5e5,هندي,Indian,1235,1,principal@sisdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1235L.jpg,https://www.khda.gov.ae/SchoolImage/1235MS.jpg,https://www.khda.gov.ae/SchoolImage/1235S.jpg,https://www.khda.gov.ae/SchoolImage/1235T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109123,2023-2024,25.29,55.34,,مدرسة سبري الهنديه ش.ذ.م.م,Sabari Indian School L.L.C,جيد,Good,88965,,42505806,www.sisdubai.com,01:09.0
,,الراشدية,AL RASHIDIYA,#c2c5cb,بريطاني,UK,502182,1,info@pacembs.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/502182L.jpg,https://www.khda.gov.ae/SchoolImage/502182MS.jpg,https://www.khda.gov.ae/SchoolImage/502182S.jpg,https://www.khda.gov.ae/SchoolImage/502182T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114013,2023-2024,0,0,,مدرسة بيس الحديثة البريطانية ش.ذ.م.م,Pace Modern British School L.L.C,مقبول,Acceptable,4123,,,www.pacembs.com,01:09.0
Al Barsha,البرشاء,البرشاء الثانية,AL BARSHA SECOND,#10b078,بريطاني,UK,2409,1,govtrelations@kingsdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/2409L.jpg,https://www.khda.gov.ae/SchoolImage/2409MS.jpg,https://www.khda.gov.ae/SchoolImage/2409S.jpg,https://www.khda.gov.ae/SchoolImage/2409T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111111,2023-2024,25.1,55.25,,مدرسة كينجز البرشاء ش.ذ.م.م,Kings School Al Barsha L.L.C,متميز,Outstanding,38199,,97143566900,www.kingsdubai.com/Kings-School-Al-Barsha,01:09.0
226-0687,226-0687,الطوار الأولى,AL TWAR FIRST,#c2c5cb,وزارة التربية والتعليم,Ministry of Education,128,1,info@nwps.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/128L.jpg,https://www.khda.gov.ae/SchoolImage/128MS.jpg,https://www.khda.gov.ae/SchoolImage/128S.jpg,https://www.khda.gov.ae/SchoolImage/128T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=86946,2018-2019,25.27,55.37,,مدرسة العالم الجديد الخاصة ش.ذ.م.م,New World School Private L.L.C,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,56988,,97142610033,www.nwps.ae,01:09.0
72-002,72-002,واحة دبي للسليكون,Dubai Silicon Oasis,#24a5e5,هندي,Indian,655,1,iis@iisdso.org,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/655L.jpg,https://www.khda.gov.ae/SchoolImage/655MS.jpg,https://www.khda.gov.ae/SchoolImage/655S.jpg,https://www.khda.gov.ae/SchoolImage/655T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109146,2023-2024,25.12,55.38,,المدرسة الهندية الدولية (فرع واحة دبي للسيليكون),The Indian International School (Dso Branch),جيد,Good,106,,97143423909,https://iisdso.ihsdubai.org/,01:09.0
319-140,319-140,عود ميثاء,OUD METHA,#10b078,فرنسي,French,341,1,proviseur.lfi@aflec-fr.org,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/341L.jpg,https://www.khda.gov.ae/SchoolImage/341MS.jpg,https://www.khda.gov.ae/SchoolImage/341S.jpg,https://www.khda.gov.ae/SchoolImage/341T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114079,2023-2024,25.24,55.31,,المدرسة الفرنسية الدولية الخاصة,Lycee Francais International,متميز,Outstanding,22626,,97143368552,lfidubai.aflec-fr.org/,01:09.0
261-0785,261-0785,محيصنة الأولى,MUHAISNAH FIRST,#c2c5cb,وزارة التربية والتعليم,Ministry of Education,16,1,school@sslootah.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/16L.jpg,https://www.khda.gov.ae/SchoolImage/16MS.jpg,https://www.khda.gov.ae/SchoolImage/16S.jpg,https://www.khda.gov.ae/SchoolImage/16T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=112546,2023-2024,25.25,55.42,,المدرسة الاسلامية للتربية والتعليم,Islamic School for Training & Education,مقبول,Acceptable,19964,,97142646001,www.lootah.com/eng/school/schlfrmset.htm,01:09.0
Dubai Investment Park,مجمع دبي للإستثمار,مجمع دبي للاستثمار الأول,DUBAI INVESTMENT PARK FIRST,#24a5e5,بريطاني,UK,2248,1,minu@dovegreenschool.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/2248L.jpg,https://www.khda.gov.ae/SchoolImage/2248MS.jpg,https://www.khda.gov.ae/SchoolImage/2248S.jpg,https://www.khda.gov.ae/SchoolImage/2248T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111625,2023-2024,25,55.16,,مدرسة دوف جرين الخاصة ش.ذ.م.م,Dove Green Private School L.L.C,جيد,Good,51159,,97148837474,www.dovegreenschool.com,01:09.0
214-0451,214-0451,القرهود,AL GARHOUD,#c2c5cb,وزارة التربية والتعليم,Ministry of Education,2,1,weam.omar@charityschools.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/2L.jpg,https://www.khda.gov.ae/SchoolImage/2MS.jpg,https://www.khda.gov.ae/SchoolImage/2S.jpg,https://www.khda.gov.ae/SchoolImage/2T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114306,2023-2024,25.24,55.35,,المدرسة الاهلية الخيرية للبنات (فرع من المدرسة الاهلية الخيرية للبنين ش.ذ.م.م),The National Charity School for Girls (Br of The National Charity School for Boys L.L.C),مقبول,Acceptable,2620,,97142821942,www.charityschools.com,01:09.0
359-0902,,القوز الثالثة,AL QOUZ THIRD,#c2c5cb,هندي,Indian,503607,1,principal@dewvaleschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/503607L.jpg,https://www.khda.gov.ae/SchoolImage/503607MS.jpg,https://www.khda.gov.ae/SchoolImage/503607S.jpg,https://www.khda.gov.ae/SchoolImage/503607T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=116011,2025-2026,25.15,55.25,,مدرسة ديوفيل ش.ذ.م.م,Dewvale School L.L.C,مقبول,Acceptable,,,,www.dewvaleschool.ae,01:09.0
353-189,353-189,الصفا الأولى,AL SAFA FIRST,#10b078,بريطاني,UK,51,1,Headteacherjumeirah@jess.sch.a,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/51L.jpg,https://www.khda.gov.ae/SchoolImage/51MS.jpg,https://www.khda.gov.ae/SchoolImage/51S.jpg,https://www.khda.gov.ae/SchoolImage/51T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111027,2023-2024,25.18,55.24,,مدرسة جميرا للتخاطب بالانجليزية,Jumeirah English Speaking School,متميز,Outstanding,24642,,97143945515,www.jess.sch.ae,01:09.0
